Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Navy,,L,,,wQa5jMd3LV8phbG13_5864,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Navy,,XL,,,ywcad8P5u5173Et1G_3732,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Red,,S,,,CaxXTfDL0J8qKljB3_5185,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Red,,M,,,UBrx9iJoJuyxeIQVp_3753,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Red,,L,,,M0a8luxbTWRvVUBMd_9328,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Red,,XL,,,SOeORu1oZ53zWQEhu_3242,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Royal,,S,,,DkNWEMmby5NA13qkn_8835,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Royal,,M,,,FPJI8CBIxTDcr97tD_7189,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Royal,,L,,,KZGpV2lf3tHtzbajI_6115,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Royal,,XL,,,iYnPBqHDRPequlaMt_7024,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,White,,S,,,izWa7yRvLSYyx7NFP_6904,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,White,,M,,,JTbtyQeRkEiAlpuQo_6808,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,White,,L,,,ZQm5UMxvTZBQcC0GT_8802,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,White,,XL,,,wmf4aURSpjYceHKbA_1899,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,Next Level Men's Triblend Crew | 6010,Fabric:<br><br>	● 50% polyester/25% combed ringspun cotton/25% rayon jersey<br>	● 7.2 oz./lin. yd.<br>	● 32 singles<br>	● Fabric laundered for reduced shrinkage<br><br>Features:<br><br>	● 1x1 baby rib-knit set-in collar<br>	● Satin label<br>	● Sideseamed,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography",true,Color,Envy,Size,XS,,,KPLUKYIrPUr7vP0gu_4848,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305939726_4hjr.jpg?v=1667373481,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
next-level-mens-triblend-crew-6010,,,,,,,,,Envy,,S,,,UhQo5iGUVZcqdjL4Z_7221,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353332327_tli3.jpg?v=1667373481,2,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Envy,,M,,,gIgXoX6zCz3FBnSM9_206,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353332259_kyy6.jpg?v=1667373481,3,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Envy,,L,,,5GK2XsD2c57zz9s6M_5245,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353332205_4mv1.jpg?v=1667373481,4,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Envy,,XL,,,3CBL1q4PEhpMOCpzz_8911,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353332111_hvdn.jpg?v=1667373481,5,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Envy,,2XL,,,IUA7of6UD4c2dM0Bs_3252,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353332067_5v2j.jpg?v=1667373481,6,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Envy,,3XL,,,fEk0JvU1f0zZspORa_119,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353332001_tfie.jpg?v=1667373481,7,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Heather White,,XS,,,WJVJToHkZXbb0s8ob_4852,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305939084_1t8w.jpg?v=1667373481,8,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Heather White,,S,,,8RnkLgbDiF2G9hDhh_7697,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305938990_p3ir.jpg?v=1667373481,9,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Heather White,,M,,,zuEc3UFTOwaxYrFxF_1012,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353331769_pdxx.jpg?v=1667373481,10,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Heather White,,L,,,PpAcoi2v0KpYFG96B_9747,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Heather White,,XL,,,yGSQEj0YlI7GQ8GJl_9818,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Heather White,,2XL,,,8OTV5mTQxD2UBQb4C_2510,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Heather White,,3XL,,,tszCto7LdTBpfKu6f_2107,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Indigo,,XS,,,UrnwQ8dZlUsRXfkTi_6726,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Indigo,,S,,,fIoORmdv59inI9PkT_8525,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Indigo,,M,,,McXgKcru8op4YGhXI_6712,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Indigo,,L,,,rBeYJgZ1XvreTExIB_5157,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Indigo,,XL,,,N0apImBJBbvbZAUxC_8234,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Indigo,,2XL,,,iBhxG1b1pqRawSOOO_9073,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Indigo,,3XL,,,cNWVyBiL6lNpchThv_1411,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Macchiato,,XS,,,48sGPyN1x5P3nxxMn_1943,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Macchiato,,S,,,fa7rIAFbZxTSxWAQw_8416,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Macchiato,,M,,,bIAM3GgWjEpdjmVxA_1202,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Macchiato,,L,,,GEcntJrU7NLkt2DAC_6916,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Macchiato,,XL,,,bwvm8I313uTyiAqBD_5511,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Macchiato,,2XL,,,Myz88Ol209SPt1vLF_7682,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Macchiato,,3XL,,,2xDGiAjBJ9Q9YpIEG_5944,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Premium Heather,,XS,,,ZgburVZOGVLDbShCx_9405,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Premium Heather,,S,,,lEE7xJNEitMHf8myA_6615,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Premium Heather,,M,,,5p4477gcHaopoo7AE_9898,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Premium Heather,,L,,,bf2bszx5dCoNATTTb_665,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Premium Heather,,XL,,,ugjf3dBA3vxIYWshr_9005,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Premium Heather,,2XL,,,Wixla0HIKlOnOkupI_3705,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Premium Heather,,3XL,,,eNyWNOZekyGmCBpmQ_5947,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Venetian Gray,,XS,,,hFWUzXsCBETQvfjPk_8001,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Venetian Gray,,S,,,dipw5NVtECPF24Z4K_2286,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Venetian Gray,,M,,,iFHzXavaSna3dS9W6_4144,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Venetian Gray,,L,,,d9EDwhSS5FWz03tQq_1714,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Venetian Gray,,XL,,,2lljDPwgC7RMG05gn_7435,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Venetian Gray,,2XL,,,BEwXuOAVy50J6G2fy_7698,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Venetian Gray,,3XL,,,K1wBN0j3joYs3cGF4_1404,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Black,,XS,,,ykTAARrmlGKWhtjfZ_6146,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Black,,S,,,HNAqwtXeswtK3lJhs_9595,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Black,,M,,,067cCZiy0XHvWC37X_5123,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Black,,L,,,doqSe68fHiF9RWjRg_7788,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Black,,XL,,,OwAW36yheFXTTE11h_5253,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Black,,2XL,,,7Fl6nDwwereQXsIH3_8701,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Black,,3XL,,,XynYRjG7OiY83DGgb_4581,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Navy,,XS,,,ugohEWqKIiuKgCqlq_336,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Navy,,S,,,AEFAn7KPTTHRlWbDb_382,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Navy,,M,,,wVci068Q2GGZuiVv9_1754,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Navy,,L,,,7xmZQ4op9Y3ogT8PP_8060,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Navy,,XL,,,j1ylZotCf7QoVkoGy_5206,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Navy,,2XL,,,QS5HvDrH1AAzXZy9r_306,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Navy,,3XL,,,BJVpuZ2oZb4DLt0Iq_5922,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Purple,,XS,,,DFuAAu0CQNYO5SgS5_6900,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Purple,,S,,,8nTVdOSOeugRB6urh_3822,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Purple,,M,,,7dleLu19GwPdMK58B_1240,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Purple,,L,,,LG6W2Fm5eSh7FrIJP_7677,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Purple,,XL,,,8kGXoWqFT8ELl04B7_2890,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Purple,,2XL,,,bpxDCmlGuYahimGam_6172,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Purple,,3XL,,,yiHisObZyTxzkir2C_6708,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Red,,XS,,,7RaRzTTynhkiGNOVP_5031,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Red,,S,,,ZVwR3W5bRI3uZPsPE_6392,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Red,,M,,,DHzq0R2bQZEvzifCO_27,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Red,,L,,,Sf51kSvDrqjr25UkH_6353,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Red,,XL,,,QkRlVLAPcT55RkBHU_7300,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Red,,2XL,,,wr1zDHhhjDvdwROdn_777,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Red,,3XL,,,FinrX7QXFMA4aepE5_2866,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Royal,,XS,,,3AR48MhbTER2rDkJL_9899,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Royal,,S,,,8FfTcxH6Jb1OqdjdS_6410,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Royal,,M,,,nAmVjXBbo55UCJ0jP_7040,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Royal,,L,,,wqFtJL9V04SZCWZNm_5185,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Royal,,XL,,,Bu0et90bNp7qF4Kw4_3429,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Royal,,2XL,,,ylHa5WCWU3jZ1ji7d_8529,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Royal,,3XL,,,iG94mv9l881Kjvtnm_3447,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Turq,,XS,,,vc0jxllGi5wU7P9Qq_500,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Turq,,S,,,sXnWLazq0YyJSXa3V_221,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Turq,,M,,,0W3TrNrqUxvhyBEsW_9254,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Turq,,L,,,FRZujdse5iJcBp8Mx_2721,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Turq,,XL,,,j4kvmqKx7XeWoqNsx_3405,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Turq,,2XL,,,P58WGj3lkVCGd7o3g_618,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,Vintage Turq,,3XL,,,9srqxAjZQSI5eNdkZ_3369,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,White,,XS,,,2sio1MdPO8Qh85DgO_9804,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,White,,S,,,DsZlcpmlV9Q22dVuW_2985,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,White,,M,,,wRPscelVZHBWQuLuj_8772,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,White,,L,,,UOtJqTx6Ojy7P1IoQ_3297,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,White,,XL,,,UMTfrX4B2QSCiQdtq_3331,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,White,,2XL,,,iRVv9WhpVd2jhICBB_4141,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6010,,,,,,,,,White,,3XL,,,viyeOsNxHMxV4nzSE_8579,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-puzzle,horse puzzle,Puzzle desc,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography, puzzle",true,Color,White,Size,7.5 X 9.5,,,26oiOTQiW6E2z6yji_3831,0.0,shopify,continue,manual,31.28,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353439491_5x17_144a238c-9d90-4a9d-a357-a7d7c359d282.jpg?v=1667373475,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,Champion 12 oz./lin. yd. Double Dry Eco Pullover Hood | S700,"Fabric:<br><br>	● 50% cotton, 50% polyester<br><br>Features:<br><br>	● Made with recycled polyester fibers from plastic bottles<br>	● Durable coverstitching throughout<br>	● Set-in sleeves and front pouch pocket<br>	● Heavy rib knit waistband and cuffs<br>	● ""C"" logo at left cuff<br>	● Two-ply hood and front pouch pocket<br>	● Dyed-to-match brawcord<br>								",THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847, Ireland, photography",true,Color,Black,Size,S,,,WJeIP15HiaNBR7LLi_8213,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354112939_jd88.jpg?v=1667373455,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Black,,M,,,nYTKwc83sUhdm1uOm_6643,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306718912_c14e.jpg?v=1667373455,2,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Black,,L,,,HDybR7m2LODuBCKFJ_9659,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306718804_cq0o.jpg?v=1667373455,3,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Black,,XL,,,esRx3f4s0sENuiWsF_838,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306718760_nvpy.jpg?v=1667373455,4,,,,,,,,,,,,,,,,,,,kg,,,,,
